instance_name,method,generator,use_time_windows,initial_routes,initial_distance,final_routes,final_distance,delta_routes,delta_distance,distance_improvement_pct,runtime_seconds,history_length,param_fill_ratio,param_seed,param_sa_initial_temp,param_sa_cooling_rate,param_sa_min_temp,param_sa_iterations_per_temp,param_sa_p_relocate,param_sa_p_exchange,param_tabu_tenure,param_tabu_max_iterations,param_tabu_max_no_improve,param_tabu_no_2opt
data101.vrp,sa,random,True,70,4607.637731288301,21,1724.7917631540718,49,2882.8459681342297,62.56668028734504,3.0816695,1626,0.75,42,1000.0,0.55,0.01,200,0.5,0.2,10,200,50,False
data101.vrp,tabu,greedy,True,37,2623.244873647066,23,1833.1702456923138,14,790.0746279547523,30.11821869516592,3.6507098,51,0.75,42,1000.0,0.55,0.01,200,0.5,0.2,10,50,50,True
data101.vrp,tabu,random,True,73,4567.752626931998,20,1690.2983062597154,53,2877.4543206722824,62.994968328768046,46.3761137,648,0.75,1,1000.0,0.55,0.01,200,0.5,0.2,50,1000,100,0
data101.vrp,tabu,random,True,73,4567.752626931998,20,1684.8005893420523,53,2882.9520375899456,63.11532766883494,65.2496117,843,0.75,1,1000.0,0.55,0.01,200,0.5,0.2,50,1000,100,1
data101.vrp,tabu,random,True,73,4567.752626931998,20,1703.453150678124,53,2864.2994762538738,62.706974527596635,36.732674900000006,501,0.75,1,1000.0,0.55,0.01,200,0.5,0.2,50,1000,120,0
data101.vrp,tabu,random,True,73,4567.752626931998,20,1712.7596365865954,53,2854.992990345402,62.50323131581236,43.6525302,574,0.75,1,1000.0,0.55,0.01,200,0.5,0.2,50,1000,150,0
data101.vrp,tabu,random,True,73,4567.752626931998,20,1703.453150678124,53,2864.2994762538738,62.706974527596635,63.333934400000004,294,0.75,1,1000.0,0.55,0.01,200,0.5,0.2,50,1000,120,1
data101.vrp,tabu,random,True,73,4567.752626931998,20,1684.9317321986998,53,2882.820894733298,63.112456610190584,28.2857951,365,0.75,1,1000.0,0.55,0.01,200,0.5,0.2,50,1000,150,1
data101.vrp,sa,random,True,70,4607.637731288301,21,1724.7917631540718,49,2882.8459681342297,62.56668028734504,2.8391468,1626,0.75,42,1000.0,0.55,0.01,200,0.5,0.2,10,200,50,False
data101.vrp,sa,random,True,70,4607.637731288301,21,1724.7917631540718,49,2882.8459681342297,62.56668028734504,2.7018428,1626,0.75,42,1000.0,0.55,0.01,200,0.5,0.5,10,200,50,False
data101.vrp,sa,random,True,70,4607.637731288301,21,1724.7917631540718,49,2882.8459681342297,62.56668028734504,2.6906919,1626,0.75,42,1000.0,0.55,0.01,200,0.5,0.5,10,200,50,False
data101.vrp,sa,random,True,70,4607.637731288301,21,1724.7917631540718,49,2882.8459681342297,62.56668028734504,7.415482199999998,1626,0.75,42,1000.0,0.55,0.01,200,0.5,0.5,10,200,50,False
data101.vrp,tabu,random,True,70,4607.637731288301,21,1731.5583713212325,49,2876.0793599670687,62.41982394659559,48.2635414,201,0.75,42,1000.0,0.55,0.01,200,0.5,0.5,10,200,50,False
data101.vrp,tabu,random,False,11,3702.412274430896,8,886.8417620286555,3,2815.5705124022406,76.04692032399407,111.68192859999999,201,0.75,42,1000.0,0.55,0.01,200,0.5,0.5,10,200,50,False
data101.vrp,tabu,random,True,70,4607.637731288301,21,1731.5583713212325,49,2876.0793599670687,62.41982394659559,45.4405882,201,0.75,42,1000.0,0.55,0.01,200,0.5,0.5,10,200,50,False
data101.vrp,sa,random,True,70,4607.637731288301,21,1724.7917631540718,49,2882.8459681342297,62.56668028734504,7.390889800000002,1626,0.75,42,1000.0,0.55,0.01,200,0.5,0.5,10,200,50,False
data101.vrp,sa,random,True,70,4607.637731288301,21,1680.225919420599,49,2927.4118118677025,63.53389703337624,50.5821804,8547,0.75,42,1000.0,0.9,0.01,200,0.5,0.5,10,200,50,False
