instance_name,method,generator,use_time_windows,initial_routes,initial_distance,final_routes,final_distance,delta_routes,delta_distance,distance_improvement_pct,runtime_seconds,history_length,param_fill_ratio,param_seed,param_sa_initial_temp,param_sa_cooling_rate,param_sa_min_temp,param_sa_iterations_per_temp,param_sa_p_relocate,param_sa_p_exchange,param_tabu_tenure,param_tabu_max_iterations,param_tabu_max_no_improve,param_tabu_no_2opt
data102.vrp,sa,random,True,60,4491.418510393745,23,1813.844546333857,37,2677.5739640598886,59.61532994228044,0.7630583,1761,0.75,42,1000.0,0.55,0.01,200,0.5,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1497.6730707779677,16,945.1102636906701,38.68989321954145,22.773798799999998,28026,0.75,42,300,0.95,0.01,400,0.3,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1488.5815710424285,15,954.2017634262093,39.06207112035052,23.559282600000003,26787,0.75,42,300,0.95,0.01,400,0.5,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1490.818785837058,16,951.9645486315799,38.97048646103745,24.078344400000002,27495,0.75,42,300,0.95,0.01,400,0.3,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1536.8886174073618,15,905.894717061276,37.08452994085655,26.461562100000002,27678,0.75,42,300,0.95,0.01,400,0.5,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1496.7120559658422,16,946.0712785027956,38.72923419581901,27.687862499999998,26981,0.75,42,300,0.95,0.01,400,0.3,0.3,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1500.8394470779463,15,941.9438873906915,38.56027155988381,29.245009200000002,25779,0.75,42,300,0.95,0.01,400,0.5,0.3,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1501.7683726019327,15,941.0149618667051,38.52224421988689,29.771378499999997,25387,0.75,42,300,0.95,0.01,400,0.7,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1503.496298981454,16,939.2870354871839,38.451508254271786,31.277194899999998,26042,0.75,42,300,0.95,0.01,400,0.7,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1510.995763425554,15,931.7875710430837,38.14450335791935,30.916342099999998,26480,0.75,42,300,0.95,0.01,400,0.7,0.3,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1497.11280641984,16,945.6705280487979,38.71282871079941,29.7987389,34978,0.75,42,300,0.95,0.01,500,0.3,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1504.9464971430957,16,937.8368373255421,38.3921416235445,27.422069999999998,34539,0.75,42,300,0.95,0.01,500,0.3,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1494.3588260335418,16,948.424508435096,38.82556815630971,32.76917280000001,33878,0.75,42,300,0.95,0.01,500,0.5,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1528.7301383701367,16,914.0531960985011,37.41851285788835,34.6394645,33408,0.75,42,300,0.95,0.01,500,0.3,0.3,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1483.4464093467334,16,959.3369251219044,39.2722887693428,33.3024805,32472,0.75,42,300,0.95,0.01,500,0.5,0.3,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1491.9293143066438,16,950.854020161994,38.925024857713254,36.4527996,33212,0.75,42,300,0.95,0.01,500,0.5,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1492.3595497822466,16,950.4237846863912,38.90741234703611,38.597848400000004,32761,0.75,42,300,0.95,0.01,500,0.7,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1516.1689779423841,15,926.6143565262537,37.932727944036586,33.79068099999999,42543,0.75,42,300,0.95,0.01,600,0.3,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1498.2332724927885,15,944.5500619758493,38.666960292706875,37.270035899999996,31788,0.75,42,300,0.95,0.01,500,0.7,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1534.7337291998706,15,908.0496052687672,37.17274440413231,36.83049600000001,40901,0.75,42,300,0.95,0.01,600,0.3,0.2,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1486.7140566589244,16,956.0692778097134,39.13852138743532,43.0294054,31383,0.75,42,300,0.95,0.01,500,0.7,0.3,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1508.1232234591007,16,934.6601110095371,38.26209626621869,35.38211159999999,40710,0.75,42,300,0.95,0.01,600,0.5,0.1,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,18,1487.4091786282536,16,955.3741558403842,39.11006524236831,42.266721200000006,39804,0.75,42,300,0.95,0.01,600,0.3,0.3,10,200,50,False
data102.vrp,sa,greedy,True,34,2442.783334468638,19,1509.9011879383497,15,932.8821465302881,38.18931189544945,39.9706942,39333,0.75,42,300,0.95,0.01,600,0.5,0.2,10,200,50,False
