instance_name,method,generator,use_time_windows,initial_routes,initial_distance,final_routes,final_distance,delta_routes,delta_distance,distance_improvement_pct,runtime_seconds,history_length,param_fill_ratio,param_seed,param_sa_initial_temp,param_sa_cooling_rate,param_sa_min_temp,param_sa_iterations_per_temp,param_sa_p_relocate,param_sa_p_exchange,param_tabu_tenure,param_tabu_max_iterations,param_tabu_max_no_improve,param_tabu_no_2opt
data1101.vrp,sa,random,True,71,6068.1064123973265,17,1666.7179773821117,54,4401.388435015215,72.53314520033868,51.6233232,51468,0.75,1,100,0.975,0.01,500,0.3,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1671.6553301688205,55,4396.4510822285065,72.45177957404344,72.8819877,52902,0.75,1,100,0.975,0.01,500,0.3,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1672.3233470717407,55,4395.783065325586,72.44077091899487,90.48959690000001,49902,0.75,1,100,0.975,0.01,500,0.5,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1655.624328587995,55,4412.482083809331,72.71596415637167,103.4116842,48862,0.75,1,100,0.975,0.01,500,0.5,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1665.6360714793493,55,4402.470340917977,72.55097458283849,108.4389069,46121,0.75,1,100,0.975,0.01,500,0.7,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1653.6370668130646,55,4414.469345584262,72.74871344651052,114.55122180000001,76501,0.75,1,100,0.975,0.01,750,0.3,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1678.7685220697635,55,4389.3378903275625,72.3345569774454,117.0876694,80877,0.75,1,100,0.975,0.01,750,0.3,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1664.5455994160784,55,4403.560812981248,72.56894513228441,127.8950964,44557,0.75,1,100,0.975,0.01,500,0.7,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1663.4318526071847,56,4404.674559790142,72.58729924035704,129.28944199999998,75137,0.75,1,100,0.975,0.01,750,0.5,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1639.2316946204458,56,4428.874717776881,72.98610829778059,135.6042814,71303,0.75,1,100,0.975,0.01,750,0.5,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1670.5318918598011,55,4397.574520537525,72.47029339421513,121.4945527,111183,0.75,1,100,0.975,0.01,1000,0.3,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1655.2799646265591,55,4412.826447770767,72.72163913861544,156.02114170000002,102816,0.75,1,100,0.975,0.01,1000,0.3,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1651.280296909564,55,4416.826115487763,72.78755208484894,204.6085238,71067,0.75,1,100,0.975,0.01,750,0.7,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1639.9295259363878,56,4428.1768864609385,72.97460831296627,202.2206708,103569,0.75,1,100,0.975,0.01,1000,0.5,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1649.559761841555,56,4418.5466505557715,72.815905824073,201.7535894,99160,0.75,1,100,0.975,0.01,1000,0.5,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1665.1757091345607,55,4402.930703262766,72.5585611726822,250.7576712,68577,0.75,1,100,0.975,0.01,750,0.7,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1663.6439690676116,55,4404.462443329715,72.58380364476245,201.2511473,136632,0.75,1,100,0.975,0.01,1250,0.3,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1647.9692270678902,56,4420.137185329437,72.84211720972726,279.61978669999996,97954,0.75,1,100,0.975,0.01,1000,0.7,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1653.0478455323168,55,4415.058566865009,72.75842358078808,213.15882390000002,129240,0.75,1,100,0.975,0.01,1250,0.3,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1677.4263033641992,55,4390.680109033127,72.35667621225024,240.05981509999998,129950,0.75,1,100,0.975,0.01,1250,0.5,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1693.9207692762275,56,4374.185643121099,72.0848539205658,368.4805569,95597,0.75,1,100,0.975,0.01,1000,0.7,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1644.479118780597,56,4423.62729361673,72.89963281756438,312.9057055,124867,0.75,1,100,0.975,0.01,1250,0.5,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1662.1974432644258,55,4405.908969132901,72.60764181939022,344.722281,118622,0.75,1,100,0.975,0.01,1250,0.7,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1663.387547170544,56,4404.718865226782,72.58802937647579,251.7075891,165498,0.75,1,100,0.975,0.01,1500,0.3,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,17,1666.7179773821117,54,4401.388435015215,72.53314520033868,52.875907600000005,51468,0.75,1,100,0.975,0.1,500,0.3,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1671.6553301688205,55,4396.4510822285065,72.45177957404344,76.06147910000004,52902,0.75,1,100,0.975,0.1,500,0.3,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1671.8286096225345,56,4396.277802774792,72.4489239969995,308.6684551,164548,0.75,1,100,0.975,0.01,1500,0.3,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1666.7630104145742,55,4401.343401982753,72.5324030737278,320.47146169999996,155305,0.75,1,100,0.975,0.01,1500,0.5,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1672.3233470717407,55,4395.783065325586,72.44077091899487,94.73947500000008,49902,0.75,1,100,0.975,0.1,500,0.5,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1663.944621056559,56,4404.161791340767,72.5788490185823,507.503356,119310,0.75,1,100,0.975,0.01,1250,0.7,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1655.624328587995,55,4412.482083809331,72.71596415637167,104.58845550000001,48862,0.75,1,100,0.975,0.1,500,0.5,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,15,1641.3046670613428,56,4426.8017453359835,72.95194652967675,337.00363219999997,145545,0.75,1,100,0.975,0.01,1500,0.5,0.2,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1665.6360714793493,55,4402.470340917977,72.55097458283849,109.85147119999999,46121,0.75,1,100,0.975,0.1,500,0.7,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1651.9989999627387,55,4416.107412434588,72.77570814203827,331.81575010000006,138603,0.75,1,100,0.975,0.01,1500,0.7,0.1,10,200,50,False
data1101.vrp,sa,random,True,71,6068.1064123973265,16,1664.5455994160784,55,4403.560812981248,72.56894513228441,126.09664899999996,44557,0.75,1,100,0.975,0.1,500,0.7,0.2,10,200,50,False
